Status ID,Customer ID,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,Employee Related Cancellation,Product/Service Related Cancellation,Competitor Cancellation,Price Cancellation,Service ID,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Location ID,State,City,Zip Code
UOKSVL2225,8748-HFWBO,5,Stayed,No,0,29,5964,Did Not Churn,Did Not Churn,0,0,0,0,OFIIFFLFB8475,Yes,2,19,Offer D,Yes,32.47,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,357.7,0.0,0,616.93,974.6299999999999,Male,49,No,No,Yes,Yes,3,SKEVSN5629,California,Camino,95709
SJFZAB8123,1052-QJIBV,3,Stayed,No,0,53,6015,Did Not Churn,Did Not Churn,0,0,0,0,XWSZWSWBB3375,Yes,1,71,Offer A,Yes,20.49,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.9,1397.3,0.0,0,1454.79,2852.09,Female,28,Yes,No,Yes,Yes,2,HUKWHB6317,California,Colfax,95713
USBRVM9937,1319-YLZJG,4,Stayed,No,0,31,2499,Did Not Churn,Did Not Churn,0,0,0,0,JCZJCNFTX5794,Yes,9,12,Offer D,Yes,39.0,No,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.6,959.9,0.0,0,468.0,1427.9,Male,62,No,No,Yes,No,0,XEMFDS3436,California,Dutch Flat,95714
JGTQXV1939,0723-FDLAY,5,Stayed,No,0,57,2292,Did Not Churn,Did Not Churn,0,0,0,0,QAGKCRTHM1899,No,0,44,Offer B,Yes,49.57,Yes,Yes,Cable,21,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,85.25,3704.15,0.0,100,2181.08,5985.23,Male,54,No,No,No,No,0,FHHCEJ3373,California,Gold Run,95717
MRGDED3839,3050-RLLXC,4,Stayed,No,0,62,5907,Did Not Churn,Did Not Churn,0,0,0,0,VGJOZYHXW4368,Yes,10,56,Offer B,Yes,25.9,Yes,Yes,Cable,30,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,81.25,4620.4,0.0,0,1450.3999999999999,6070.799999999999,Female,51,No,No,Yes,Yes,2,TNVWYZ4427,California,Kyburz,95720
IUJFWN2482,9298-WGMRW,3,Stayed,No,0,44,4697,Did Not Churn,Did Not Churn,0,0,0,0,ARHYGLUPH1195,Yes,4,72,Offer A,Yes,24.32,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.5,8312.75,0.0,0,1751.04,10063.79,Female,26,Yes,No,Yes,No,0,SAOOBY7552,California,Echo Lake,95721
DGTQCK5347,3088-LHEFH,3,Stayed,No,0,33,3885,Did Not Churn,Did Not Churn,0,0,0,0,GPNISWPUO8819,No,0,11,Offer D,Yes,10.06,Yes,Yes,Fiber Optic,48,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,929.3,0.0,0,110.66000000000001,1039.96,Female,28,Yes,No,No,No,0,NMXJDW8483,California,Pollock Pines,95726
BTBBYR5172,8544-JNBOX,5,Stayed,No,0,57,4626,Did Not Churn,Did Not Churn,0,0,0,0,VOQDVPYRH7914,No,0,72,Offer A,Yes,23.43,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.8,1521.2,0.0,0,1686.96,3208.16,Male,31,No,No,No,No,0,NASNOS3451,California,Weimar,95736
JBIDZM9911,6681-ZSEXG,5,Stayed,No,0,71,5477,Did Not Churn,Did Not Churn,0,0,0,0,JTRVNNBJU1933,Yes,9,56,Offer B,Yes,35.55,Yes,Yes,DSL,17,No,Yes,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,59.5,3389.25,0.0,0,1990.7999999999997,5380.049999999999,Male,34,No,No,Yes,No,0,QTJUJM5771,California,Rancho Cordova,95742
UGKDOD7855,6116-RFVHN,5,Stayed,No,0,42,3744,Did Not Churn,Did Not Churn,0,0,0,0,IQQHJGYGU4447,Yes,10,34,Offer C,Yes,35.29,Yes,Yes,Fiber Optic,47,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.45,3414.65,0.0,0,1199.86,4614.51,Female,20,Yes,No,Yes,No,0,ZZRDCS2711,California,Roseville,95747
JOMSVD5879,8884-FEEWR,4,Stayed,No,0,70,2858,Did Not Churn,Did Not Churn,0,0,0,0,LYZMNTARS2628,No,0,35,Offer C,Yes,42.02,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.6,754.0,0.0,0,1470.7,2224.7,Male,22,Yes,No,No,No,0,GGHEZG1764,California,El Dorado Hills,95762
BPSXKI3864,3125-RAHBV,4,Stayed,No,0,55,2768,Did Not Churn,Did Not Churn,0,0,0,0,BNBHEWWJM7173,No,0,22,Offer D,Yes,23.03,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.3,467.15,0.0,0,506.66,973.81,Male,24,Yes,No,No,No,0,BZBHLL5943,California,Rocklin,95765
XCXWDS4553,0373-AIVNJ,3,Stayed,No,0,67,3755,Did Not Churn,Did Not Churn,0,0,0,0,HASIUMFWX7875,No,0,9,Offer E,No,0.0,No,Yes,Cable,19,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,39.55,373.0,0.0,0,0.0,373.0,Male,34,No,No,No,No,0,BRYOYS4859,California,Sacramento,95814
USFEBZ4827,1682-VCOIO,5,Stayed,No,0,43,3434,Did Not Churn,Did Not Churn,0,0,0,0,QTVLSXLBY6651,No,0,23,Offer D,Yes,46.17,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.45,481.1,0.0,0,1061.91,1543.0100000000002,Male,56,No,No,No,No,0,YILKQW7762,California,Sacramento,95816
LTLPGY2177,2072-ZVJJX,3,Stayed,No,0,70,4571,Did Not Churn,Did Not Churn,0,0,0,0,MEEUKKZZC2269,Yes,5,68,Offer A,Yes,22.83,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.25,1728.2,0.0,0,1552.4399999999998,3280.64,Male,47,No,No,Yes,No,0,OOFAVF8795,California,Sacramento,95818
SATYDQ1568,8849-AYPTR,5,Stayed,No,0,57,3296,Did Not Churn,Did Not Churn,0,0,0,0,LOBLPYKAU1944,Yes,1,33,Offer C,Yes,26.8,No,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,91.25,2964.05,0.0,130,884.4,3978.4500000000003,Male,55,No,No,Yes,No,0,SNZIUH3973,California,Sacramento,95819
BHDPWK8259,9518-IMLHK,4,Stayed,No,0,77,3175,Did Not Churn,Did Not Churn,0,0,0,0,JFNEDBVXP2869,No,0,31,Unknown/None,Yes,41.23,No,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,72.45,2156.25,0.0,0,1278.1299999999999,3434.38,Male,48,No,No,No,No,0,ZWQMLM7454,California,Sacramento,95820
SVZLTW4975,3646-ITDGM,4,Stayed,No,0,56,4831,Did Not Churn,Did Not Churn,0,0,0,0,UJIPFUHNH4177,No,0,56,Offer B,Yes,32.88,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,19.7,1051.9,0.0,0,1841.2800000000002,2893.1800000000003,Female,42,No,No,No,No,0,IIKHSA5558,California,Sacramento,95822
MJZZDU3898,3569-VLDHH,4,Stayed,No,0,23,6123,Did Not Churn,Did Not Churn,0,0,0,0,POOLRGGCN6816,No,0,66,Offer A,Yes,29.5,No,Yes,DSL,76,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,75.1,5013.0,0.0,0,1947.0,6960.0,Male,59,No,No,Yes,Yes,3,HXZAUB7327,California,Sacramento,95824
RBFKLS6498,8224-KDLKN,4,Stayed,No,0,41,4275,Did Not Churn,Did Not Churn,0,0,0,0,IFGURAEXG5141,Yes,3,72,Offer A,Yes,19.04,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.0,1738.9,0.0,0,1370.8799999999999,3109.7799999999997,Male,22,Yes,No,Yes,Yes,2,VQMIZX9922,California,Sacramento,95825
KXLGQI8482,4001-TSBTV,3,Stayed,No,0,49,6423,Did Not Churn,Did Not Churn,0,0,0,0,CGNSDTAQS6225,Yes,5,58,Offer B,Yes,40.74,No,Yes,Fiber Optic,17,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.55,5511.65,0.0,0,2362.92,7874.57,Female,49,No,No,Yes,Yes,2,OIUTGM8427,California,Sacramento,95827
KMVZAQ9455,8727-XDPUD,3,Stayed,No,0,68,5658,Did Not Churn,Did Not Churn,0,0,0,0,JGZHJAKDH6345,No,0,37,Unknown/None,No,0.0,No,Yes,DSL,25,No,No,No,No,Yes,No,No,No,Two Year,No,Credit Card,35.8,1316.9,0.0,100,0.0,1416.9,Male,51,No,No,No,No,0,YGLOGG2825,California,Sacramento,95829
DTWODM4937,1043-UXOVO,3,Stayed,No,0,35,4955,Did Not Churn,Did Not Churn,0,0,0,0,EMCBWXMAI2143,No,0,71,Offer A,Yes,28.4,Yes,Yes,Fiber Optic,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,113.15,7993.3,0.0,0,2016.3999999999999,10009.7,Female,25,Yes,No,No,No,0,QUZDJD3711,California,Sacramento,95830
JXDTRE6168,1064-FBXNK,3,Joined,No,0,20,2618,Did Not Churn,Did Not Churn,0,0,0,0,CGHSRSQGN8975,Yes,5,1,Unknown/None,Yes,47.46,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.85,19.85,0.0,0,47.46,67.31,Male,55,No,No,Yes,Yes,1,FNZRJQ7424,California,Sacramento,95831
DQTQTD4783,2878-DHMIN,3,Stayed,No,0,30,2334,Did Not Churn,Did Not Churn,0,0,0,0,BGACABCBE2644,Yes,7,35,Unknown/None,Yes,24.23,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,666.0,0.0,0,848.0500000000001,1514.0500000000002,Male,63,No,No,Yes,Yes,2,JUCULW3356,California,Sacramento,95833
LKXVHI2217,7762-ONLJY,3,Stayed,No,0,51,4122,Did Not Churn,Did Not Churn,0,0,0,0,XIXOZKOTU5669,Yes,5,6,Unknown/None,Yes,44.13,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.7,94.45,0.0,0,264.78000000000003,359.23,Female,62,No,No,Yes,Yes,3,DAKSMU7615,California,Sacramento,95834
PEGJRK1576,5795-BKOYE,4,Stayed,No,0,71,5846,Did Not Churn,Did Not Churn,0,0,0,0,ZYHHVWNHB8958,Yes,5,69,Offer A,Yes,14.48,No,Yes,DSL,19,No,Yes,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,59.1,4134.7,0.0,0,999.12,5133.82,Female,47,No,No,Yes,Yes,1,YZUUNP4752,California,Sacramento,95837
SNDGCM4572,7402-PWYJJ,5,Stayed,No,0,44,6439,Did Not Churn,Did Not Churn,0,0,0,0,KACEGDZJS1854,Yes,2,53,Offer B,Yes,42.18,Yes,Yes,Fiber Optic,53,No,No,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,91.15,4862.5,0.0,150,2235.54,7248.04,Female,21,Yes,No,Yes,No,0,CFUORH4653,California,Sacramento,95841
KONWNJ2235,0018-NYROU,3,Stayed,No,0,57,5536,Did Not Churn,Did Not Churn,0,0,0,0,TAYTLPOBL8428,No,0,5,Unknown/None,Yes,18.65,No,Yes,Fiber Optic,10,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.95,351.5,0.0,0,93.25,444.75,Female,58,No,No,Yes,No,0,SMSNAG1749,California,Antelope,95843
AVOELR5378,7501-VTYLJ,3,Joined,No,0,72,4057,Did Not Churn,Did Not Churn,0,0,0,0,CNDZUZFLE8566,No,0,2,Unknown/None,Yes,18.61,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51.55,106.2,0.0,0,37.22,143.42000000000002,Female,21,Yes,No,No,Yes,1,VTJFRE4773,California,Sacramento,95864
SPBVLH1413,7608-RGIRO,3,Stayed,No,0,66,4889,Did Not Churn,Did Not Churn,0,0,0,0,ULOWFIWQK7147,No,0,62,Offer B,Yes,17.56,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.4,1413.0,0.0,0,1088.72,2501.7200000000003,Male,62,No,No,No,Yes,1,EMVILX5763,California,Marysville,95901
GEGBUC8216,0480-BIXDE,5,Stayed,No,0,66,3249,Did Not Churn,Did Not Churn,0,0,0,0,OMQNZLJIV9984,Yes,9,19,Offer D,Yes,10.68,No,Yes,Fiber Optic,23,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.8,1743.05,0.0,0,202.92,1945.97,Female,58,No,No,Yes,No,0,EEUKKI3961,California,Beale Afb,95903
ZWLBQG6753,5895-QSXOD,3,Stayed,No,0,63,3522,Did Not Churn,Did Not Churn,0,0,0,0,ACECUSEZE9419,No,0,9,Unknown/None,Yes,48.25,No,Yes,Fiber Optic,24,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,70.05,657.5,0.0,0,434.25,1091.75,Male,42,No,No,No,No,0,CEXYVZ3982,California,Alleghany,95910
YJOPWF8668,9814-AOUDH,5,Stayed,No,0,57,5625,Did Not Churn,Did Not Churn,0,0,0,0,EPIVZJCFC1995,No,0,53,Offer B,Yes,24.17,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5,1050.5,0.0,0,1281.01,2331.51,Male,29,Yes,No,No,No,0,MSMBRU9761,California,Arbuckle,95912
OWNHJL5697,6175-IRFIT,5,Stayed,No,0,66,2610,Did Not Churn,Did Not Churn,0,0,0,0,DSTKPUWAH7114,No,0,5,Unknown/None,Yes,32.91,No,Yes,Fiber Optic,24,No,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,78.75,426.35,0.0,10,164.54999999999998,600.9,Male,32,No,No,No,No,0,KTVFGE3158,California,Bangor,95914
QHKVQS6484,1622-HSHSF,5,Joined,No,0,58,5607,Did Not Churn,Did Not Churn,0,0,0,0,XTZQSUYSS2888,No,0,1,Unknown/None,Yes,10.2,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.55,19.55,0.0,0,10.2,29.75,Female,44,No,No,No,No,0,MVNDXI3145,California,Biggs,95917
LSBAJI1686,6749-UTDVX,5,Stayed,No,0,63,6088,Did Not Churn,Did Not Churn,0,0,0,0,YAFMBDAFQ1787,No,0,72,Offer A,Yes,10.87,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,103.65,7634.8,0.0,0,782.64,8417.44,Male,64,No,No,No,No,0,WNDGCJ8116,California,Brownsville,95919
TZZXDS4759,5542-DHSXL,4,Stayed,No,0,37,3475,Did Not Churn,Did Not Churn,0,0,0,0,SPMOYFDSS8923,Yes,2,4,Unknown/None,Yes,6.77,No,Yes,Cable,3,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.7,235.05,0.0,0,27.08,262.13,Female,36,No,No,Yes,No,0,TMFSNG3919,California,Butte City,95920
ZZEKLB8995,9102-OXKFY,3,Stayed,No,0,64,4293,Did Not Churn,Did Not Churn,0,0,0,0,DYKQJSAQK8155,No,0,59,Offer B,Yes,49.48,Yes,Yes,Cable,9,No,No,Yes,No,No,No,No,Yes,Two Year,No,Credit Card,54.15,3116.15,0.0,0,2919.3199999999997,6035.469999999999,Male,35,No,No,No,No,0,GCYSKI9174,California,Camptonville,95922
IURBJZ1317,7808-DVWEP,3,Joined,No,0,44,3985,Did Not Churn,Did Not Churn,0,0,0,0,EOFGJPWXQ8316,Yes,3,3,Unknown/None,Yes,31.06,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.0,49.65,0.0,0,93.17999999999999,142.82999999999998,Male,51,No,No,Yes,No,0,CBXZWV9643,California,Chico,95926
LPQYQF3336,2284-VFLKH,3,Stayed,No,0,43,4995,Did Not Churn,Did Not Churn,0,0,0,0,MNATYQYKT8689,Yes,4,49,Offer B,Yes,33.93,No,Yes,Fiber Optic,27,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,99.25,4920.8,0.0,0,1662.57,6583.37,Male,23,Yes,No,Yes,No,0,LAOTHH8438,California,Clipper Mills,95930
HQNRUA6325,0366-NQSHS,3,Joined,No,0,52,5863,Did Not Churn,Did Not Churn,0,0,0,0,KLRDPDWVC5587,No,0,2,Unknown/None,Yes,44.34,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.35,46.35,0.0,0,88.68,135.03,Male,42,No,No,No,No,0,FHBWNR7994,California,Colusa,95932
SDQHRI2911,3807-BPOMJ,4,Stayed,No,0,63,6021,Did Not Churn,Did Not Churn,0,0,0,0,XMKUCIFPN5436,Yes,6,55,Offer B,Yes,24.93,No,Yes,Fiber Optic,17,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.75,5276.1,0.0,0,1371.15,6647.25,Female,59,No,No,Yes,No,0,TYIMRO2825,California,Dobbins,95935
EBWTBI9555,3892-NXAZG,4,Stayed,No,0,72,6254,Did Not Churn,Did Not Churn,0,0,0,0,EXOEVYPKR4929,Yes,4,72,Offer A,Yes,5.81,Yes,Yes,Fiber Optic,29,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.05,8289.2,0.0,0,418.32,8707.52,Male,56,No,No,Yes,Yes,1,IGXDRB6332,California,Downieville,95936
QSRIAB5235,4182-BGSIQ,3,Stayed,No,0,49,3196,Did Not Churn,Did Not Churn,0,0,0,0,BESBQCPQT2727,Yes,6,10,Offer D,Yes,19.05,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.8,196.75,0.0,0,190.5,387.25,Female,46,No,No,Yes,Yes,1,QPSKBS9411,California,Durham,95938
YXABBU3885,0988-AADSA,4,Stayed,No,0,56,6317,Did Not Churn,Did Not Churn,0,0,0,0,YAXNDVCJV3365,Yes,5,72,Offer A,Yes,9.72,Yes,Yes,Cable,15,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.85,5824.75,0.0,10,699.84,6534.59,Female,40,No,No,Yes,Yes,2,SJOOFN7548,California,Forbestown,95941
RJJWUQ1979,9972-NKTFD,5,Stayed,No,0,73,3185,Did Not Churn,Did Not Churn,0,0,0,0,GRFEYWKUR6164,No,0,28,Unknown/None,Yes,25.59,No,Yes,Cable,7,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.65,1517.5,0.0,0,716.52,2234.02,Female,55,No,No,No,No,0,AUYLIO1244,California,Forest Ranch,95942
APKNDW4312,3717-LNXKW,3,Stayed,No,0,36,3676,Did Not Churn,Did Not Churn,0,0,0,0,SFEVCGGHH7613,Yes,3,38,Unknown/None,Yes,12.71,Yes,Yes,Fiber Optic,9,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.7,3479.05,0.0,0,482.98,3962.03,Male,36,No,No,Yes,No,0,SJQCRQ3696,California,Glenn,95943
DWFWYU9575,5734-EJKXG,3,Stayed,No,0,76,5536,Did Not Churn,Did Not Churn,0,0,0,0,IXZKIWSSB7873,No,0,61,Offer B,Yes,38.78,Yes,Yes,Fiber Optic,42,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,118.6,7365.7,0.0,0,2365.58,9731.279999999999,Female,25,Yes,No,No,No,0,OLNTVD7251,California,Goodyears Bar,95944
COYFAW6456,2207-RYYRL,3,Stayed,No,0,28,5535,Did Not Churn,Did Not Churn,0,0,0,0,NDKEWNTGW1541,Yes,6,52,Offer B,Yes,29.55,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.55,1331.05,0.0,0,1536.6000000000001,2867.65,Male,34,No,No,Yes,Yes,1,ZEAYWG6132,California,Grass Valley,95945
QQUJZZ4879,6729-FZWSY,4,Stayed,No,0,57,5343,Did Not Churn,Did Not Churn,0,0,0,0,MHZDZTHUR1955,No,0,67,Offer A,Yes,9.05,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.45,1195.95,0.0,0,606.35,1802.3000000000002,Male,45,No,No,No,No,0,VBXLJA3772,California,Penn Valley,95946
LICJIP1973,9695-IDRZR,4,Stayed,No,0,46,5104,Did Not Churn,Did Not Churn,0,0,0,0,QUDFJKGBS4416,No,0,34,Unknown/None,Yes,27.47,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.15,3946.9,0.0,0,933.98,4880.88,Female,26,Yes,No,No,Yes,3,XZYLWZ1851,California,Greenville,95947
RPEKCH8392,8144-DGHXP,4,Stayed,No,0,53,4231,Did Not Churn,Did Not Churn,0,0,0,0,SKRFBWZJM9962,No,0,54,Unknown/None,Yes,36.68,No,Yes,DSL,28,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,80.6,4299.95,0.0,140,1980.72,6420.67,Female,46,No,No,No,No,0,RQUCQJ1223,California,Gridley,95948
BUHHED8238,7814-LEEVE,5,Joined,No,0,54,4215,Did Not Churn,Did Not Churn,0,0,0,0,QFSCOUJNL3258,Yes,7,1,Unknown/None,Yes,6.64,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,20.3,0.0,0,6.64,26.94,Female,60,No,No,Yes,No,0,WVPVZH7968,California,Grass Valley,95949
LSKSBK8223,8631-WUXGY,5,Stayed,No,0,46,2405,Did Not Churn,Did Not Churn,0,0,0,0,HFTJQMJWN3641,No,0,46,Unknown/None,Yes,17.51,No,Yes,Fiber Optic,85,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.8,4391.25,0.0,0,805.46,5196.71,Female,26,Yes,No,No,Yes,2,HNBLGU9197,California,Magalia,95954
NOQMXG9554,5906-DVAPM,3,Stayed,No,0,65,5011,Did Not Churn,Did Not Churn,0,0,0,0,IQOELOEEB3973,Yes,7,55,Unknown/None,Yes,33.5,Yes,Yes,DSL,51,Yes,Yes,No,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card,75.0,4213.9,0.0,0,1842.5,6056.4,Female,27,Yes,No,Yes,Yes,2,FTUVUW7757,California,Meridian,95957
YKOFPZ9111,6654-QGBZZ,5,Joined,No,0,54,5057,Did Not Churn,Did Not Churn,0,0,0,0,EOIESQBBG6444,No,0,1,Unknown/None,Yes,1.5,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.9,19.9,0.0,0,1.5,21.4,Female,21,Yes,No,No,No,0,KCDFUS4216,California,Nevada City,95959
QXFWXR3135,5641-DMBFJ,4,Stayed,No,0,69,5724,Did Not Churn,Did Not Churn,0,0,0,0,DWEVEAKEU8677,Yes,1,58,Unknown/None,Yes,31.27,Yes,Yes,DSL,59,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,4916.4,0.0,0,1813.66,6730.0599999999995,Female,29,Yes,No,Yes,No,0,ZQCNNQ3295,California,Oregon House,95962
ICKZUK3822,9200-NLNPD,4,Stayed,No,0,27,6445,Did Not Churn,Did Not Churn,0,0,0,0,NENJKDFHJ9167,Yes,10,56,Unknown/None,No,0.0,No,Yes,DSL,30,No,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,54.05,2959.8,0.0,40,0.0,2999.8,Male,20,Yes,No,Yes,No,0,AQBYAX7741,California,Orland,95963
XXOSYS9185,2664-XJZNO,4,Stayed,No,0,35,5169,Did Not Churn,Did Not Churn,0,0,0,0,IQOBTLVZJ2275,Yes,5,72,Offer A,Yes,6.95,No,Yes,Fiber Optic,57,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.9,7559.55,0.0,0,500.40000000000003,8059.95,Male,43,No,No,Yes,Yes,3,XLGSHB1433,California,Oroville,95965
ZEWGAC7236,0921-OHLVP,4,Stayed,No,0,59,5357,Did Not Churn,Did Not Churn,0,0,0,0,CWONSXQGO5825,No,0,22,Offer D,Yes,11.46,Yes,Yes,Fiber Optic,16,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,83.05,1799.3,0.0,0,252.12,2051.42,Male,35,No,No,No,No,0,GKFINB4384,California,Paradise,95969
UGJLDI7165,8350-NYMVI,3,Stayed,No,0,42,3618,Did Not Churn,Did Not Churn,0,0,0,0,LAHHZJMCL4416,No,0,39,Unknown/None,No,0.0,No,Yes,DSL,8,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,41.1,1597.05,0.0,0,0.0,1597.05,Female,35,No,No,No,No,0,THCTFP6193,California,Chico,95973
WMSYDC7421,1600-DILPE,3,Stayed,No,0,35,4998,Did Not Churn,Did Not Churn,0,0,0,0,LDKQBUJUH6651,No,0,12,Unknown/None,Yes,36.11,No,Yes,DSL,13,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,45.0,524.35,0.0,0,433.32,957.6700000000001,Female,47,No,No,No,No,0,ZEQDKF4653,California,Richvale,95974
BGCBYN6913,0536-ESJEP,4,Stayed,No,0,59,4544,Did Not Churn,Did Not Churn,0,0,0,0,EPTHVBYQF5962,Yes,8,54,Unknown/None,Yes,14.18,No,Yes,DSL,25,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,74.55,4191.45,0.0,0,765.72,4957.17,Male,48,No,No,Yes,No,0,CLPVCK9214,California,Rough And Ready,95975
SPCJYD2919,4654-GGUII,4,Stayed,No,0,48,4624,Did Not Churn,Did Not Churn,0,0,0,0,VLLPGDHDI7925,No,0,18,Unknown/None,No,0.0,No,Yes,DSL,48,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,40.2,711.95,0.0,90,0.0,801.95,Female,28,Yes,No,No,No,0,QQEEJA9834,California,Smartville,95977
ZKRTHB4952,6478-HRRCZ,4,Stayed,No,0,61,5870,Did Not Churn,Did Not Churn,0,0,0,0,ZMQJGBDPP6338,Yes,7,32,Unknown/None,Yes,44.45,No,Yes,DSL,6,Yes,Yes,No,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,70.5,2201.75,0.0,0,1422.4,3624.15,Male,47,No,No,Yes,No,0,LWCDVC1557,California,Stirling City,95978
