Satisfaction Score,Churn Value,Churn Score,CLTV,Employee Related Cancellation,Product/Service Related Cancellation,Competitor Cancellation,Price Cancellation,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Avg Monthly GB Download,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Age,Number of Dependents,City,Zip Code,Churn Category_Competitor,Churn Category_Did Not Churn,Churn Category_Dissatisfaction,Churn Category_Other,Churn Category_Price,Churn Reason_Attitude of support person,Churn Reason_Competitor had better devices,Churn Reason_Competitor made better offer,Churn Reason_Competitor offered higher download speeds,Churn Reason_Competitor offered more data,Churn Reason_Deceased,Churn Reason_Did Not Churn,Churn Reason_Don't know,Churn Reason_Extra data charges,Churn Reason_Lack of affordable download/upload speed,Churn Reason_Lack of self-service on Website,Churn Reason_Limited range of services,Churn Reason_Long distance charges,Churn Reason_Moved,Churn Reason_Network reliability,Churn Reason_Poor expertise of online support,Churn Reason_Poor expertise of phone support,Churn Reason_Price too high,Churn Reason_Product dissatisfaction,Churn Reason_Service dissatisfaction,Referred a Friend_Yes,Offer_Offer B,Offer_Offer C,Offer_Offer D,Offer_Offer E,Offer_Unknown/None,Phone Service_Yes,Multiple Lines_Yes,Internet Service_Yes,Internet Type_DSL,Internet Type_Fiber Optic,Internet Type_None,Online Security_Yes,Online Backup_Yes,Device Protection Plan_Yes,Premium Tech Support_Yes,Streaming TV_Yes,Streaming Movies_Yes,Streaming Music_Yes,Unlimited Data_Yes,Contract_One Year,Contract_Two Year,Paperless Billing_Yes,Payment Method_Credit Card,Payment Method_Mailed Check,Gender_Male,Under 30_Yes,Senior Citizen_Yes,Married_Yes,Dependents_Yes
3,0,72,4173,0,0,0,0,7,56,18.99,53,61.3,3346.8,0.0,0,1063.4399999999998,4410.24,59,3,4,95672,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1
5,0,30,2866,0,0,0,0,7,6,0.0,10,40.55,217.5,0.0,50,0.0,267.5,61,2,4,95674,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
4,0,38,4636,0,0,0,0,0,32,41.52,0,19.8,607.7,0.0,0,1328.64,1936.34,55,0,4,95675,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
4,0,71,4972,0,0,0,0,3,50,41.58,19,108.25,5431.4,0.0,0,2079.0,7510.4,34,1,8,95677,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1
5,0,75,5870,0,0,0,0,2,58,33.82,10,105.05,6004.85,0.0,0,1961.56,7966.41,33,2,12,95678,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1
3,0,25,5509,0,0,0,0,3,65,28.46,14,90.45,5957.9,0.0,0,1849.9,7807.799999999999,43,1,4,95681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1
3,0,33,6474,0,0,0,0,0,64,8.52,73,86.4,5442.05,0.0,0,545.28,5987.33,21,0,4,95682,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0
4,0,61,5546,0,0,0,0,5,66,44.4,11,66.9,4370.25,0.0,70,2930.4,7370.65,49,0,4,95683,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3,0,60,5461,0,0,0,0,9,38,42.08,15,110.7,4428.6,0.0,0,1599.04,6027.64,59,0,4,95684,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0
5,0,71,3585,0,0,0,0,2,20,19.15,0,20.0,416.45,0.0,0,383.0,799.45,21,0,4,95685,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0
3,0,62,4260,0,0,0,0,0,60,38.88,2,70.15,4224.7,0.0,0,2332.8,6557.5,49,0,4,95689,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0
3,0,26,5823,0,0,0,0,6,50,49.18,76,80.05,4042.2,0.0,0,2459.0,6501.2,50,3,8,95691,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1
3,0,33,4700,0,0,0,0,2,72,0.0,15,49.2,3580.95,0.0,0,0.0,3580.95,57,0,4,95693,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0
5,0,63,5848,0,0,0,0,9,60,31.29,0,20.5,1198.8,0.0,0,1877.4,3076.2,28,0,4,95694,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0
3,0,73,2653,0,0,0,0,0,46,0.0,2,38.25,1755.35,0.0,0,0.0,1755.35,40,0,8,95695,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0
4,0,23,4175,0,0,0,0,4,69,0.0,56,54.95,3772.5,0.0,0,0.0,3772.5,60,3,4,95701,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,1,1
5,0,29,5964,0,0,0,0,2,19,32.47,0,19.9,357.7,0.0,0,616.93,974.63,49,3,4,95709,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
3,0,53,6015,0,0,0,0,1,71,20.49,0,19.9,1397.3,0.0,0,1454.79,2852.09,28,2,4,95713,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1
4,0,31,2499,0,0,0,0,9,12,39.0,7,84.6,959.9,0.0,0,468.0,1427.9,62,0,4,95714,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
5,0,57,2292,0,0,0,0,0,44,49.57,21,85.25,3704.15,0.0,100,2181.08,5985.23,54,0,4,95717,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0
4,0,62,5907,0,0,0,0,10,56,25.9,30,81.25,4620.4,0.0,0,1450.4,6070.799999999999,51,2,4,95720,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1
3,0,44,4697,0,0,0,0,4,72,24.32,76,115.5,8312.75,0.0,0,1751.04,10063.79,26,0,4,95721,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
3,0,33,3885,0,0,0,0,0,11,10.06,48,79.0,929.3,0.0,0,110.66,1039.96,28,0,4,95726,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
5,0,57,4626,0,0,0,0,0,72,23.43,0,20.8,1521.2,0.0,0,1686.96,3208.16,31,0,4,95736,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0
5,0,71,5477,0,0,0,0,9,56,35.55,17,59.5,3389.25,0.0,0,1990.8,5380.049999999999,34,0,8,95742,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0
5,0,42,3744,0,0,0,0,10,34,35.29,47,100.45,3414.65,0.0,0,1199.86,4614.51,20,0,12,95747,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0
4,0,70,2858,0,0,0,0,0,35,42.02,0,20.6,754.0,0.0,0,1470.7,2224.7,22,0,4,95762,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
4,0,55,2768,0,0,0,0,0,22,23.03,0,20.3,467.15,0.0,0,506.66,973.81,24,0,8,95765,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
3,0,67,3755,0,0,0,0,0,9,0.0,19,39.55,373.0,0.0,0,0.0,373.0,34,0,108,95814,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
5,0,43,3434,0,0,0,0,0,23,46.17,0,20.45,481.1,0.0,0,1061.91,1543.0100000000002,56,0,108,95816,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3,0,70,4571,0,0,0,0,5,68,22.83,0,25.25,1728.2,0.0,0,1552.4399999999998,3280.64,47,0,108,95818,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5,0,57,3296,0,0,0,0,1,33,26.8,17,91.25,2964.05,0.0,130,884.4,3978.45,55,0,108,95819,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0
4,0,77,3175,0,0,0,0,0,31,41.23,27,72.45,2156.25,0.0,0,1278.13,3434.38,48,0,108,95820,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0
4,0,56,4831,0,0,0,0,0,56,32.88,0,19.7,1051.9,0.0,0,1841.28,2893.1800000000003,42,0,108,95822,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,0,23,6123,0,0,0,0,0,66,29.5,76,75.1,5013.0,0.0,0,1947.0,6960.0,59,3,108,95824,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1
4,0,41,4275,0,0,0,0,3,72,19.04,0,25.0,1738.9,0.0,0,1370.88,3109.78,22,2,108,95825,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
3,0,49,6423,0,0,0,0,5,58,40.74,17,91.55,5511.65,0.0,0,2362.92,7874.57,49,2,108,95827,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1
3,0,68,5658,0,0,0,0,0,37,0.0,25,35.8,1316.9,0.0,100,0.0,1416.9,51,0,108,95829,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
3,0,35,4955,0,0,0,0,0,71,28.4,76,113.15,7993.3,0.0,0,2016.4,10009.7,25,0,108,95830,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0
3,0,20,2618,0,0,0,0,5,1,47.46,0,19.85,19.85,0.0,0,47.46,67.31,55,1,108,95831,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
3,0,30,2334,0,0,0,0,7,35,24.23,0,19.9,666.0,0.0,0,848.0500000000001,1514.0500000000002,63,2,108,95833,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
3,0,51,4122,0,0,0,0,5,6,44.13,0,19.7,94.45,0.0,0,264.78000000000003,359.23,62,3,108,95834,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
4,0,71,5846,0,0,0,0,5,69,14.48,19,59.1,4134.7,0.0,0,999.12,5133.82,47,1,108,95837,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1
5,0,44,6439,0,0,0,0,2,53,42.18,53,91.15,4862.5,0.0,150,2235.54,7248.04,21,0,108,95841,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0
3,0,57,5536,0,0,0,0,0,5,18.65,10,68.95,351.5,0.0,0,93.25,444.75,58,0,4,95843,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
3,0,72,4057,0,0,0,0,0,2,18.61,27,51.55,106.2,0.0,0,37.22,143.42000000000002,21,1,108,95864,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
3,0,66,4889,0,0,0,0,0,62,17.56,0,24.4,1413.0,0.0,0,1088.72,2501.7200000000003,62,1,4,95901,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
5,0,66,3249,0,0,0,0,9,19,10.68,23,96.8,1743.05,0.0,0,202.92,1945.97,58,0,4,95903,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0
3,0,63,3522,0,0,0,0,0,9,48.25,24,70.05,657.5,0.0,0,434.25,1091.75,42,0,4,95910,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
5,0,57,5625,0,0,0,0,0,53,24.17,0,19.5,1050.5,0.0,0,1281.01,2331.51,29,0,4,95912,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0
5,0,66,2610,0,0,0,0,0,5,32.91,24,78.75,426.35,0.0,10,164.54999999999998,600.9,32,0,4,95914,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0
5,0,58,5607,0,0,0,0,0,1,10.2,0,19.55,19.55,0.0,0,10.2,29.75,44,0,4,95917,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
5,0,63,6088,0,0,0,0,0,72,10.87,16,103.65,7634.8,0.0,0,782.64,8417.44,64,0,4,95919,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0
4,0,37,3475,0,0,0,0,2,4,6.77,3,54.7,235.05,0.0,0,27.08,262.13,36,0,4,95920,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3,0,64,4293,0,0,0,0,0,59,49.48,9,54.15,3116.15,0.0,0,2919.32,6035.469999999999,35,0,4,95922,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0
3,0,44,3985,0,0,0,0,3,3,31.06,0,20.0,49.65,0.0,0,93.18,142.82999999999998,51,0,12,95926,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,0,43,4995,0,0,0,0,4,49,33.93,27,99.25,4920.8,0.0,0,1662.57,6583.37,23,0,4,95930,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
3,0,52,5863,0,0,0,0,0,2,44.34,0,19.35,46.35,0.0,0,88.68,135.03,42,0,4,95932,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4,0,63,6021,0,0,0,0,6,55,24.93,17,94.75,5276.1,0.0,0,1371.15,6647.25,59,0,4,95935,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0
4,0,72,6254,0,0,0,0,4,72,5.81,29,114.05,8289.2,0.0,0,418.32,8707.52,56,1,4,95936,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1
3,0,49,3196,0,0,0,0,6,10,19.05,0,19.8,196.75,0.0,0,190.5,387.25,46,1,4,95938,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4,0,56,6317,0,0,0,0,5,72,9.72,15,80.85,5824.75,0.0,10,699.84,6534.59,40,2,4,95941,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1
5,0,73,3185,0,0,0,0,0,28,25.59,7,54.65,1517.5,0.0,0,716.52,2234.02,55,0,4,95942,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,0,36,3676,0,0,0,0,3,38,12.71,9,91.7,3479.05,0.0,0,482.98,3962.03,36,0,4,95943,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
3,0,76,5536,0,0,0,0,0,61,38.78,42,118.6,7365.7,0.0,0,2365.58,9731.28,25,0,4,95944,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
3,0,28,5535,0,0,0,0,6,52,29.55,0,24.55,1331.05,0.0,0,1536.6,2867.65,34,1,8,95945,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
4,0,57,5343,0,0,0,0,0,67,9.05,0,19.45,1195.95,0.0,0,606.35,1802.3,45,0,4,95946,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
4,0,46,5104,0,0,0,0,0,34,27.47,51,116.15,3946.9,0.0,0,933.98,4880.88,26,3,4,95947,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1
4,0,53,4231,0,0,0,0,0,54,36.68,28,80.6,4299.95,0.0,140,1980.72,6420.67,46,0,4,95948,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
5,0,54,4215,0,0,0,0,7,1,6.64,0,20.3,20.3,0.0,0,6.64,26.94,60,0,8,95949,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5,0,46,2405,0,0,0,0,0,46,17.51,85,99.8,4391.25,0.0,0,805.46,5196.71,26,2,4,95954,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1
3,0,65,5011,0,0,0,0,7,55,33.5,51,75.0,4213.9,0.0,0,1842.5,6056.4,27,2,4,95957,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1
5,0,54,5057,0,0,0,0,0,1,1.5,0,19.9,19.9,0.0,0,1.5,21.4,21,0,4,95959,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4,0,69,5724,0,0,0,0,1,58,31.27,59,84.3,4916.4,0.0,0,1813.66,6730.06,29,0,4,95962,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0
4,0,27,6445,0,0,0,0,10,56,0.0,30,54.05,2959.8,0.0,40,0.0,2999.8,20,0,4,95963,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0
4,0,35,5169,0,0,0,0,5,72,6.95,57,104.9,7559.55,0.0,0,500.4,8059.95,43,3,8,95965,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1
